timestamp,ego_x,ego_y,ego_z,ego_roll,ego_pitch,ego_yaw,ego_velocity,ego_throttle,ego_brake,ego_steer,ego_lamp,obs0_x,obs0_y,obs0_z,obs0_roll,obs0_pitch,obs0_yaw,obs0_distance,obs0_tire_angle,obs0_lamp,obs1_x,obs1_y,obs1_z,obs1_roll,obs1_pitch,obs1_yaw,obs1_distance,obs1_tire_angle,obs1_lamp
16.637,-25.09,-210.73,0.035,0,0,1.507,10.951,0.466,0,0.001,0,-28.898,-207.774,0,0,0,1.506,1.784,0.057,0,-23.97,-193.473,0,0,0,1.496,10.901,0,0
16.682,-25.058,-210.233,0.035,0,0,1.507,10.952,0.466,0,0.001,0,-28.866,-207.275,0,0,0,1.506,1.785,0.057,0,-23.933,-192.974,0,0,0,1.496,10.903,0,0
16.728,-25.026,-209.736,0.035,0,0,1.506,10.952,0.466,0,0.001,0,-28.833,-206.777,0,0,0,1.506,1.788,0.057,0,-23.895,-192.465,0,0,0,1.496,10.916,0,0
16.773,-24.994,-209.239,0.035,0,0,1.506,10.952,0.466,0,0.001,0,-28.8,-206.268,0,0,0,1.506,1.788,0.057,0,-23.857,-191.967,0,0,0,1.496,10.918,0,0
16.818,-24.962,-208.743,0.035,0,0,1.506,10.952,0.466,0,0.001,0,-28.768,-205.779,0,0,0,1.506,1.787,0.057,0,-23.819,-191.458,0,0,0,1.496,10.931,0,0
16.864,-24.93,-208.246,0.035,0,0,1.506,10.952,0.466,0,0.001,0,-28.735,-205.28,0,0,0,1.505,1.785,0.057,0,-23.782,-190.96,0,0,0,1.496,10.932,0,0
16.909,-24.897,-207.749,0.035,0,0,1.506,10.952,0.466,0,0.001,0,-28.702,-204.781,0,0,0,1.505,1.785,0.057,0,-23.744,-190.451,0,0,0,1.496,10.945,0,0
16.955,-24.865,-207.252,0.035,0,0,1.506,10.952,0.466,0,0.001,0,-28.669,-204.282,0,0,0,1.505,1.784,0.057,0,-23.707,-189.952,0,0,0,1.496,10.947,0,0
17,-24.832,-206.756,0.035,0,0,1.506,10.952,0.466,0,0.001,0,-28.636,-203.783,0,0,0,1.505,1.784,0.057,0,-23.669,-189.444,0,0,0,1.496,10.959,0,0
17.046,-24.8,-206.259,0.035,0,0,1.505,10.952,0.466,0,0.001,0,-28.603,-203.294,0,0,0,1.505,1.787,0.057,0,-23.632,-188.945,0,0,0,1.496,10.963,0,0
17.092,-24.767,-205.762,0.035,0,0,1.505,10.952,0.466,0,0.001,0,-28.57,-202.795,0,0,0,1.505,1.787,0.057,0,-23.594,-188.437,0,0,0,1.496,10.974,0,0
17.137,-24.735,-205.265,0.035,0,0,1.505,10.952,0.466,0,0.001,0,-28.537,-202.296,0,0,0,1.505,1.786,0.057,0,-23.556,-187.938,0,0,0,1.496,10.976,0,0
17.183,-24.702,-204.768,0.035,0,0,1.505,10.952,0.466,0,0.001,0,-28.503,-201.797,0,0,0,1.504,1.784,0.057,0,-23.518,-187.429,0,0,0,1.496,10.989,0,0
17.227,-24.669,-204.272,0.035,0,0,1.505,10.952,0.466,0,0.001,0,-28.47,-201.299,0,0,0,1.504,1.784,0.057,0,-23.481,-186.931,0,0,0,1.496,10.991,0,0
17.273,-24.636,-203.775,0.035,0,0,1.505,10.952,0.466,0,0.001,0,-28.437,-200.81,0,0,0,1.504,1.783,0.057,0,-23.443,-186.422,0,0,0,1.496,11.003,0,0
17.319,-24.603,-203.278,0.035,0,0,1.505,10.953,0.466,0,0.001,0,-28.404,-200.311,0,0,0,1.504,1.784,0.057,0,-23.406,-185.924,0,0,0,1.496,11.004,0,0
17.364,-24.57,-202.781,0.035,0,0,1.504,10.953,0.466,0,0.001,0,-28.37,-199.812,0,0,0,1.504,1.787,0.057,0,-23.368,-185.415,0,0,0,1.496,11.018,0,0
17.41,-24.537,-202.285,0.035,0,0,1.504,10.953,0.466,0,0.001,0,-28.336,-199.313,0,0,0,1.504,1.786,0.057,0,-23.33,-184.916,0,0,0,1.496,11.021,0,0
17.455,-24.503,-201.788,0.035,0,0,1.504,10.953,0.466,0,0.001,0,-28.303,-198.824,0,0,0,1.503,1.785,0.057,0,-23.292,-184.408,0,0,0,1.496,11.032,0,0
17.501,-24.47,-201.291,0.035,0,0,1.504,10.953,0.466,0,0.001,0,-28.269,-198.325,0,0,0,1.503,1.784,0.057,0,-23.255,-183.909,0,0,0,1.496,11.034,0,0
17.546,-24.437,-200.794,0.035,0,0,1.504,10.953,0.466,0,0.001,0,-28.235,-197.817,0,0,0,1.503,1.784,0.057,0,-23.217,-183.401,0,0,0,1.496,11.046,0,0
17.591,-24.403,-200.298,0.035,0,0,1.504,10.953,0.466,0,0.001,0,-28.201,-197.318,0,0,0,1.503,1.784,0.057,0,-23.18,-182.902,0,0,0,1.496,11.049,0,0
17.637,-24.37,-199.801,0.035,0,0,1.503,10.953,0.466,0,0.001,0,-28.166,-196.819,0,0,0,1.503,1.787,0.057,0,-23.142,-182.393,0,0,0,1.496,11.062,0,0
17.682,-24.336,-199.304,0.035,0,0,1.503,10.953,0.466,0,0.001,0,-28.133,-196.33,0,0,0,1.503,1.787,0.057,0,-23.104,-181.895,0,0,0,1.496,11.064,0,0
17.728,-24.302,-198.808,0.035,0,0,1.503,10.953,0.466,0,0.001,0,-28.099,-195.831,0,0,0,1.503,1.787,0.057,0,-23.066,-181.386,0,0,0,1.496,11.077,0,0
17.774,-24.268,-198.311,0.035,0,0,1.503,10.953,0.466,0,0.001,0,-28.064,-195.332,0,0,0,1.502,1.785,0.057,0,-23.029,-180.888,0,0,0,1.496,11.078,0,0
17.819,-24.235,-197.814,0.035,0,0,1.503,10.953,0.466,0,0.001,0,-28.03,-194.834,0,0,0,1.502,1.784,0.057,0,-22.991,-180.379,0,0,0,1.496,11.09,0,0
17.864,-24.201,-197.317,0.035,0,0,1.503,10.953,0.466,0,0.001,0,-27.996,-194.345,0,0,0,1.502,1.783,0.057,0,-22.954,-179.88,0,0,0,1.496,11.092,0,0
17.909,-24.167,-196.821,0.035,0,0,1.503,10.953,0.466,0,0.001,0,-27.962,-193.846,0,0,0,1.502,1.784,0.057,0,-22.915,-179.372,0,0,0,1.496,11.105,0,0
17.955,-24.133,-196.324,0.035,0,0,1.502,10.953,0.466,0,0.001,0,-27.927,-193.347,0,0,0,1.502,1.787,0.057,0,-22.878,-178.873,0,0,0,1.496,11.108,0,0
18.001,-24.098,-195.827,0.035,0,0,1.502,10.954,0.466,0,0.001,0,-27.892,-192.848,0,0,0,1.502,1.787,0.057,0,-22.84,-178.365,0,0,0,1.496,11.119,0,0
18.046,-24.064,-195.331,0.035,0,0,1.502,10.954,0.466,0,0.001,0,-27.858,-192.35,0,0,0,1.502,1.787,0.057,0,-22.802,-177.866,0,0,0,1.496,11.122,0,0
18.092,-24.03,-194.834,0.035,0,0,1.502,10.954,0.466,0,0.001,0,-27.823,-191.861,0,0,0,1.501,1.784,0.057,0,-22.764,-177.358,0,0,0,1.496,11.134,0,0
18.137,-23.996,-194.337,0.035,0,0,1.502,10.954,0.466,0,0.001,0,-27.789,-191.362,0,0,0,1.501,1.784,0.057,0,-22.727,-176.859,0,0,0,1.496,11.136,0,0
18.183,-23.961,-193.841,0.035,0,0,1.502,10.954,0.466,0,0.001,0,-27.754,-190.863,0,0,0,1.501,1.784,0.057,0,-22.689,-176.35,0,0,0,1.496,11.149,0,0
18.228,-23.927,-193.344,0.035,0,0,1.502,10.954,0.466,0,0.001,0,-27.718,-190.364,0,0,0,1.501,1.783,0.057,0,-22.651,-175.852,0,0,0,1.496,11.15,0,0
18.274,-23.892,-192.847,0.035,0,0,1.501,10.954,0.466,0,0.001,0,-27.683,-189.856,0,0,0,1.501,1.788,0.057,0,-22.613,-175.343,0,0,0,1.496,11.163,0,0
18.319,-23.857,-192.35,0.035,0,0,1.501,10.954,0.466,0,0.001,0,-27.648,-189.367,0,0,0,1.501,1.787,0.057,0,-22.575,-174.845,0,0,0,1.496,11.165,0,0
18.364,-23.823,-191.854,0.035,0,0,1.501,10.954,0.466,0,0.001,0,-27.613,-188.868,0,0,0,1.5,1.785,0.057,0,-22.537,-174.336,0,0,0,1.496,11.178,0,0
18.409,-23.788,-191.357,0.035,0,0,1.501,10.954,0.466,0,0.001,0,-27.577,-188.369,0,0,0,1.5,1.784,0.057,0,-22.5,-173.838,0,0,0,1.496,11.179,0,0
18.455,-23.753,-190.86,0.035,0,0,1.501,10.954,0.466,0,0.001,0,-27.542,-187.871,0,0,0,1.5,1.784,0.057,0,-22.461,-173.329,0,0,0,1.496,11.191,0,0
18.5,-23.718,-190.364,0.035,0,0,1.501,10.954,0.466,0,0.001,0,-27.506,-187.372,0,0,0,1.5,1.783,0.057,0,-22.424,-172.83,0,0,0,1.496,11.194,0,0
18.546,-23.683,-189.867,0.035,0,0,1.5,10.954,0.466,0,0.001,0,-27.472,-186.883,0,0,0,1.5,1.788,0.057,0,-22.385,-172.322,0,0,0,1.496,11.207,0,0
18.592,-23.648,-189.37,0.035,0,0,1.5,10.954,0.466,0,0.001,0,-27.436,-186.384,0,0,0,1.5,1.787,0.057,0,-22.348,-171.823,0,0,0,1.496,11.209,0,0
18.637,-23.613,-188.873,0.035,0,0,1.5,10.955,0.466,0,0.001,0,-27.4,-185.886,0,0,0,1.5,1.786,0.057,0,-22.309,-171.315,0,0,0,1.495,11.219,0,0
18.683,-23.577,-188.377,0.035,0,0,1.5,10.955,0.466,0,0.001,0,-27.364,-185.387,0,0,0,1.499,1.785,0.057,0,-22.272,-170.816,0,0,0,1.495,11.222,0,0
18.728,-23.542,-187.88,0.035,0,0,1.5,10.955,0.466,0,0.001,0,-27.328,-184.888,0,0,0,1.499,1.784,0.057,0,-22.233,-170.308,0,0,0,1.495,11.233,0,0
18.773,-23.507,-187.383,0.035,0,0,1.5,10.955,0.466,0,0.001,0,-27.293,-184.4,0,0,0,1.499,1.783,0.057,0,-22.195,-169.809,0,0,0,1.495,11.236,0,0
18.819,-23.471,-186.887,0.035,0,0,1.5,10.955,0.466,0,0.001,0,-27.257,-183.901,0,0,0,1.499,1.783,0.057,0,-22.157,-169.3,0,0,0,1.495,11.249,0,0
18.864,-23.436,-186.39,0.035,0,0,1.499,10.955,0.466,0,0.001,0,-27.221,-183.402,0,0,0,1.499,1.787,0.057,0,-22.119,-168.802,0,0,0,1.495,11.251,0,0
18.91,-23.4,-185.893,0.035,0,0,1.499,10.955,0.466,0,0.001,0,-27.185,-182.903,0,0,0,1.499,1.787,0.057,0,-22.08,-168.293,0,0,0,1.495,11.263,0,0
18.955,-23.364,-185.397,0.035,0,0,1.499,10.955,0.466,0,0.001,0,-27.149,-182.405,0,0,0,1.499,1.787,0.057,0,-22.043,-167.795,0,0,0,1.495,11.265,0,0
19.001,-23.328,-184.9,0.035,0,0,1.499,10.955,0.466,0,0.001,0,-27.113,-181.916,0,0,0,1.498,1.785,0.057,0,-22.004,-167.286,0,0,0,1.495,11.277,0,0
19.047,-23.293,-184.403,0.035,0,0,1.499,10.955,0.466,0,0.001,0,-27.076,-181.407,0,0,0,1.498,1.784,0.057,0,-21.966,-166.788,0,0,0,1.495,11.279,0,0
19.092,-23.257,-183.907,0.035,0,0,1.499,10.955,0.466,0,0.001,0,-27.039,-180.909,0,0,0,1.498,1.783,0.057,0,-21.928,-166.279,0,0,0,1.495,11.292,0,0
19.137,-23.221,-183.41,0.035,0,0,1.499,10.955,0.466,0,0.001,0,-27.003,-180.41,0,0,0,1.498,1.783,0.057,0,-21.89,-165.781,0,0,0,1.495,11.293,0,0
19.183,-23.185,-182.913,0.035,0,0,1.498,10.955,0.466,0,0.001,0,-26.967,-179.921,0,0,0,1.498,1.787,0.057,0,-21.851,-165.272,0,0,0,1.495,11.306,0,0
19.229,-23.148,-182.417,0.035,0,0,1.498,10.955,0.466,0,0.001,0,-26.93,-179.423,0,0,0,1.498,1.787,0.057,0,-21.813,-164.773,0,0,0,1.495,11.309,0,0
19.274,-23.112,-181.92,0.035,0,0,1.498,10.955,0.466,0,0.001,0,-26.894,-178.924,0,0,0,1.498,1.787,0.057,0,-21.774,-164.265,0,0,0,1.495,11.32,0,0
19.319,-23.076,-181.423,0.035,0,0,1.498,10.956,0.466,0,0.001,0,-26.857,-178.425,0,0,0,1.497,1.785,0.057,0,-21.736,-163.766,0,0,0,1.495,11.322,0,0
19.364,-23.04,-180.927,0.035,0,0,1.498,10.956,0.466,0,0.001,0,-26.82,-177.927,0,0,0,1.497,1.784,0.057,0,-21.697,-163.258,0,0,0,1.495,11.335,0,0
19.41,-23.003,-180.43,0.035,0,0,1.498,10.956,0.466,0,0.001,0,-26.784,-177.438,0,0,0,1.497,1.784,0.057,0,-21.659,-162.759,0,0,0,1.495,11.337,0,0
19.455,-22.967,-179.933,0.035,0,0,1.498,10.956,0.466,0,0.001,0,-26.747,-176.94,0,0,0,1.497,1.783,0.057,0,-21.62,-162.251,0,0,0,1.495,11.348,0,0
19.501,-22.93,-179.437,0.035,0,0,1.497,10.956,0.466,0,0.001,0,-26.709,-176.441,0,0,0,1.497,1.787,0.057,0,-21.581,-161.742,0,0,0,1.495,11.362,0,0
19.547,-22.893,-178.94,0.035,0,0,1.497,10.956,0.466,0,0.001,0,-26.672,-175.942,0,0,0,1.497,1.787,0.057,0,-21.543,-161.244,0,0,0,1.495,11.363,0,0
19.592,-22.857,-178.444,0.035,0,0,1.497,10.956,0.466,0,0.001,0,-26.635,-175.444,0,0,0,1.497,1.786,0.057,0,-21.504,-160.735,0,0,0,1.494,11.375,0,0
19.637,-22.82,-177.947,0.035,0,0,1.497,10.956,0.466,0,0.001,0,-26.598,-174.955,0,0,0,1.496,1.784,0.057,0,-21.466,-160.237,0,0,0,1.494,11.376,0,0
19.683,-22.783,-177.45,0.035,0,0,1.497,10.956,0.466,0,0.001,0,-26.561,-174.456,0,0,0,1.496,1.784,0.057,0,-21.427,-159.728,0,0,0,1.494,11.388,0,0
19.729,-22.746,-176.954,0.035,0,0,1.497,10.956,0.466,0,0.001,0,-26.524,-173.958,0,0,0,1.496,1.784,0.057,0,-21.389,-159.23,0,0,0,1.494,11.391,0,0
19.774,-22.709,-176.457,0.035,0,0,1.497,10.956,0.466,0,0.001,0,-26.486,-173.459,0,0,0,1.496,1.783,0.057,0,-21.35,-158.721,0,0,0,1.494,11.403,0,0
19.819,-22.672,-175.96,0.035,0,0,1.496,10.956,0.466,0,0.001,0,-26.448,-172.961,0,0,0,1.496,1.787,0.057,0,-21.311,-158.223,0,0,0,1.494,11.405,0,0
19.864,-22.635,-175.464,0.035,0,0,1.496,10.956,0.466,0,0.001,0,-26.411,-172.462,0,0,0,1.496,1.787,0.057,0,-21.272,-157.714,0,0,0,1.494,11.418,0,0
19.91,-22.598,-174.967,0.035,0,0,1.496,10.956,0.466,0,0.001,0,-26.373,-171.964,0,0,0,1.496,1.786,0.057,0,-21.234,-157.216,0,0,0,1.494,11.419,0,0
19.955,-22.561,-174.47,0.035,0,0,1.496,10.957,0.466,0,0.001,0,-26.335,-171.465,0,0,0,1.496,1.786,0,0,-21.195,-156.707,0,0,0,1.494,11.431,0,0
20.001,-22.523,-173.974,0.035,0,0,1.496,10.957,0.466,0,0.001,0,-26.298,-170.966,0,0,0,1.495,1.785,0,0,-21.156,-156.209,0,0,0,1.494,11.433,0,0
20.046,-22.486,-173.477,0.035,0,0,1.496,10.957,0.466,0,0.001,0,-26.26,-170.468,0,0,0,1.495,1.784,0,0,-21.117,-155.7,0,0,0,1.494,11.445,0,0
20.092,-22.449,-172.98,0.035,0,0,1.496,10.957,0.466,0,0.001,0,-26.223,-169.979,0,0,0,1.495,1.783,0,0,-21.079,-155.202,0,0,0,1.494,11.446,0,0
20.137,-22.411,-172.484,0.035,0,0,1.496,10.957,0.466,0,0.001,0,-26.185,-169.481,0,0,0,1.495,1.784,0,0,-21.039,-154.693,0,0,0,1.494,11.459,0,0
20.183,-22.374,-171.987,0.035,0,0,1.496,10.957,0.466,0,0.001,0,-26.147,-168.982,0,0,0,1.495,1.783,0,0,-21.001,-154.195,0,0,0,1.494,11.46,0,0
20.229,-22.336,-171.491,0.035,0,0,1.495,10.957,0.466,0,0.001,0,-26.109,-168.483,0,0,0,1.495,1.787,0,0,-20.961,-153.686,0,0,0,1.494,11.475,0,0
20.274,-22.299,-170.994,0.035,0,0,1.495,10.957,0.466,0,0.001,0,-26.071,-167.985,0,0,0,1.495,1.787,0,0,-20.923,-153.188,0,0,0,1.494,11.476,0,0
20.319,-22.261,-170.497,0.035,0,0,1.495,10.957,0.466,0,0.001,0,-26.033,-167.486,0,0,0,1.495,1.787,0,0,-20.884,-152.679,0,0,0,1.494,11.488,0,0
20.365,-22.223,-170.001,0.035,0,0,1.495,10.957,0.466,0,0.001,0,-25.996,-166.998,0,0,0,1.495,1.787,0,0,-20.845,-152.181,0,0,0,1.494,11.49,0,0
20.41,-22.186,-169.504,0.035,0,0,1.495,10.957,0.466,0,0.001,0,-25.958,-166.499,0,0,0,1.495,1.786,0,0,-20.805,-151.672,0,0,0,1.493,11.501,0,0
20.455,-22.148,-169.007,0.035,0,0,1.495,10.957,0.466,0,0.001,0,-25.92,-166.001,0,0,0,1.495,1.786,0,0,-20.767,-151.174,0,0,0,1.493,11.502,0,0
20.501,-22.11,-168.511,0.035,0,0,1.495,10.957,0.466,0,0,0,-25.882,-165.502,0,0,0,1.495,1.787,0,0,-20.727,-150.665,0,0,0,1.493,11.515,0,0
20.546,-22.072,-168.014,0.035,0,0,1.495,10.957,0.466,0,0,0,-25.844,-165.004,0,0,0,1.495,1.787,0,0,-20.688,-150.167,0,0,0,1.493,11.516,0,0
20.592,-22.034,-167.517,0.035,0,0,1.495,10.958,0.466,0,0,0,-25.807,-164.515,0,0,0,1.495,1.787,0,0,-20.649,-149.658,0,0,0,1.493,11.528,0,0
20.637,-21.996,-167.021,0.035,0,0,1.495,10.958,0.466,0,0,0,-25.769,-164.016,0,0,0,1.495,1.787,0,0,-20.61,-149.16,0,0,0,1.493,11.53,0,0
20.683,-21.959,-166.524,0.035,0,0,1.495,10.958,0.466,0,0,0,-25.731,-163.518,0,0,0,1.495,1.786,0,0,-20.571,-148.651,0,0,0,1.493,11.542,0,0
20.728,-21.921,-166.027,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.692,-163.019,0,0,0,1.495,1.786,0,0,-20.532,-148.153,0,0,0,1.493,11.544,0,0
20.773,-21.882,-165.531,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.654,-162.521,0,0,0,1.495,1.787,0,0,-20.492,-147.644,0,0,0,1.493,11.557,0,0
20.819,-21.844,-165.034,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.617,-162.032,0,0,0,1.494,1.79,0,0,-20.453,-147.146,0,0,0,1.493,11.559,0,0
20.864,-21.806,-164.538,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.579,-161.534,0,0,0,1.494,1.79,0,0,-20.413,-146.637,0,0,0,1.493,11.572,0,0
20.91,-21.768,-164.041,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.54,-161.035,0,0,0,1.494,1.789,0,0,-20.374,-146.139,0,0,0,1.493,11.573,0,0
20.955,-21.73,-163.544,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.502,-160.537,0,0,0,1.494,1.789,0,0,-20.335,-145.63,0,0,0,1.493,11.585,0,0
21.001,-21.692,-163.048,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.464,-160.038,0,0,0,1.494,1.789,0,0,-20.296,-145.132,0,0,0,1.493,11.587,0,0
21.046,-21.654,-162.551,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.426,-159.55,0,0,0,1.494,1.789,0,0,-20.256,-144.624,0,0,0,1.493,11.598,0,0
21.092,-21.615,-162.054,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.388,-159.051,0,0,0,1.494,1.79,0,0,-20.217,-144.125,0,0,0,1.493,11.6,0,0
21.137,-21.577,-161.558,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.35,-158.552,0,0,0,1.494,1.79,0,0,-20.177,-143.617,0,0,0,1.493,11.612,0,0
21.182,-21.539,-161.061,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.311,-158.054,0,0,0,1.494,1.789,0,0,-20.138,-143.118,0,0,0,1.493,11.614,0,0
21.228,-21.5,-160.564,0.035,0,0,1.494,10.958,0.466,0,0,0,-25.273,-157.555,0,0,0,1.494,1.79,0,0,-20.098,-142.61,0,0,0,1.493,11.625,0,0
21.273,-21.462,-160.068,0.035,0,0,1.494,10.959,0.466,0,0,0,-25.235,-157.057,0,0,0,1.494,1.79,0,0,-20.059,-142.111,0,0,0,1.492,11.627,0,0
21.319,-21.424,-159.571,0.035,0,0,1.494,10.959,0.466,0,0,0,-25.197,-156.568,0,0,0,1.494,1.79,0,0,-20.019,-141.603,0,0,0,1.492,11.638,0,0
21.364,-21.385,-159.075,0.035,0,0,1.494,10.959,0.466,0,0,0,-25.158,-156.07,0,0,0,1.494,1.79,0,0,-19.979,-141.104,0,0,0,1.492,11.642,0,0
21.41,-21.347,-158.578,0.035,0,0,1.494,10.959,0.466,0,0,0,-25.12,-155.571,0,0,0,1.494,1.79,0,0,-19.939,-140.596,0,0,0,1.492,11.653,0,0
21.456,-21.308,-158.081,0.035,0,0,1.494,10.959,0.466,0,0,0,-25.081,-155.073,0,0,0,1.494,1.79,0,0,-19.9,-140.098,0,0,0,1.492,11.654,0,0
21.501,-21.27,-157.585,0.035,0,0,1.494,10.959,0.466,0,0,0,-25.043,-154.574,0,0,0,1.494,1.79,0,0,-19.86,-139.589,0,0,0,1.492,11.667,0,0
21.547,-21.231,-157.088,0.035,0,0,1.493,10.959,0.466,0,0,0,-25.005,-154.086,0,0,0,1.494,1.791,0,0,-19.821,-139.091,0,0,0,1.492,11.669,0,0
21.592,-21.193,-156.591,0.035,0,0,1.493,10.959,0.466,0,0,0,-24.966,-153.587,0,0,0,1.494,1.79,0,0,-19.78,-138.582,0,0,0,1.492,11.681,0,0
21.637,-21.154,-156.095,0.035,0,0,1.493,10.959,0.466,0,0,0,-24.928,-153.089,0,0,0,1.494,1.791,0,0,-19.741,-138.084,0,0,0,1.492,11.683,0,0
21.683,-21.116,-155.598,0.035,0,0,1.493,10.959,0.466,0,0,0,-24.889,-152.59,0,0,0,1.494,1.791,0,0,-19.701,-137.575,0,0,0,1.492,11.695,0,0
21.728,-21.077,-155.101,0.035,0,0,1.493,10.959,0.466,0,0,0,-24.85,-152.092,0,0,0,1.493,1.793,0,0,-19.661,-137.077,0,0,0,1.492,11.696,0,0
21.774,-21.039,-154.605,0.035,0,0,1.493,10.959,0.466,0,0,0,-24.813,-151.603,0,0,0,1.493,1.793,0,0,-19.621,-136.569,0,0,0,1.492,11.708,0,0
21.819,-21,-154.108,0.035,0,0,1.493,10.959,0.466,0,0,0,-24.774,-151.105,0,0,0,1.493,1.793,0,0,-19.582,-136.07,0,0,0,1.492,11.71,0,0
21.865,-20.961,-153.611,0.035,0,0,1.493,10.959,0.466,0,0,0,-24.735,-150.606,0,0,0,1.493,1.794,0,0,-19.541,-135.562,0,0,0,1.492,11.721,0,0
21.911,-20.923,-153.115,0.035,0,0,1.493,10.959,0.466,0,0,0,-24.696,-150.098,0,0,0,1.493,1.794,0,0,-19.502,-135.063,0,0,0,1.492,11.724,0,0
21.955,-20.884,-152.618,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.657,-149.599,0,0,0,1.493,1.794,0,0,-19.462,-134.555,0,0,0,1.492,11.735,0,0
22.001,-20.845,-152.121,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.618,-149.101,0,0,0,1.493,1.794,0,0,-19.422,-134.056,0,0,0,1.492,11.738,0,0
22.046,-20.807,-151.625,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.58,-148.612,0,0,0,1.493,1.793,0,0,-19.382,-133.548,0,0,0,1.492,11.75,0,0
22.092,-20.768,-151.128,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.541,-148.114,0,0,0,1.493,1.793,0,0,-19.342,-133.05,0,0,0,1.492,11.751,0,0
22.137,-20.729,-150.631,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.502,-147.615,0,0,0,1.493,1.793,0,0,-19.301,-132.541,0,0,0,1.491,11.762,0,0
22.183,-20.69,-150.135,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.463,-147.117,0,0,0,1.493,1.794,0,0,-19.262,-132.043,0,0,0,1.491,11.764,0,0
22.228,-20.651,-149.638,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.424,-146.618,0,0,0,1.493,1.794,0,0,-19.221,-131.534,0,0,0,1.491,11.776,0,0
22.274,-20.613,-149.141,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.386,-146.13,0,0,0,1.493,1.793,0,0,-19.182,-131.036,0,0,0,1.491,11.777,0,0
22.319,-20.574,-148.645,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.347,-145.631,0,0,0,1.493,1.793,0,0,-19.141,-130.528,0,0,0,1.491,11.789,0,0
22.365,-20.535,-148.148,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.308,-145.133,0,0,0,1.493,1.793,0,0,-19.101,-130.029,0,0,0,1.491,11.791,0,0
22.413,-20.496,-147.651,0.035,0,0,1.493,10.96,0.466,0,0,0,-24.269,-144.634,0,0,0,1.493,1.794,0,0,-19.061,-129.521,0,0,0,1.491,11.802,0,0
